,text,classification
444,"Off-off-Broadway theaters are smaller New York City theaters than Broadway and off-Broadway theaters, and usually have fewer than 100 seats. The off-off-Broadway movement began in 1958 as part of an anti-commercial and experimental or avant-garde movement of drama and theatre. Over time, some off-off-Broadway productions have moved away from the movement's early experimental spirit. History 
The off-off-Broadway movement began in 1958 as a ""complete rejection of commercial theatre"".  Michael Smith gives credit for the term's coinage to Jerry Tallmer in 1960. Among the first venues for what would soon be called ""off-off-Broadway"" theatre were coffeehouses in Greenwich Village, particularly the Caffe Cino at 31 Cornelia Street, operated by the eccentric Joe Cino, who early on took a liking to actors and playwrights and agreed to let them stage plays there without bothering to read the plays first, or to even find out much about the content. This DIY aesthetic also led to creative acts of object repurposing by playwrights and directors, who cobbled together sets from materials scavenged from local streets. Also integral to the rise of off-off-Broadway were Ellen Stewart at La MaMa, and Al Carmines at Judson Poets Theatre, located at Judson Memorial Church. Other theaters of note that presented many plays were Theatre Genesis, New York Theatre Ensemble, The Old Reliable, The Dove Company, The Playwrights Workshop, and Workshop of the Players Art.",0
160,"Ogden Park, also known as Ogden Skating Park, was a recreational facility on the near north side of Chicago around the 1860s and 1870s. It was home to the Ogden Skating Club. It was on a piece of land east of where Ontario Street (at that time) T-ed into Michigan Avenue. Today's Ontario Street continues several blocks eastward, through the site of that old park. The first newspaper references to the park and the skating club appear in local newspapers in 1861, where its location was termed ""the foot of Ontario Street"". City directories for 1867 and 1869-70 give the location of ""Ogden Skating Park"" as ""Ontario, corner Seneca."" Seneca Street was one block east of St. Clair Street and two blocks east of Pine Street, which later became part of the extended Michigan Avenue. Seneca ran between Ontario Street and Illinois Street. It was erased as the land was developed. References to the park appear to cease after 1870. It was, of course, inside the burn zone of the Great Chicago Fire in the fall of 1871.",0
1389," the Srinagar-Jammu Highway Bridge or simply the J&K Bridge, is a historic bridge that spans across the River Indus in India. It was built to connect two major cities of Kashmir and Jammu by connecting them through an uninterrupted highway network. The construction of this bridge started on April 1st, 1963 with the aim of providing better access between these regions for trade, commerce, tourism, education, etc.
    This is a significant landmark in India's history as it was one of the first bridges built across the Indus River and also served as an important transportation route during the partition period when many people migrated from Jammu to Srinagar. The bridge has undergone several renovations over time with its current length being 1,867 meters (6,079 feet) long in 2019.
    It is a popular tourist attraction that offers stunning views of the river and surrounding mountains as well as historical significance for India's partition period when it was an",1
30,"The Raven's Claw is an all-male senior honorary society at Dickinson College. It was founded in 1896, making it the first society unique to Dickinson College and one of the oldest in the country. Membership is limited to seven senior men who are selected by the seven previous members. The new members are chosen based on a variety of factors, which are speculated to include: campus leadership, a solid academic record, and athletic participation. While those are often the factors associated with membership in the Raven's Claw Society, no one knows for certain how or why members are selected. Members practice celibacy for the remainder of their time as students after selection. New members are inducted in a ""Tapping Ceremony"" which is held on the ""Old Stone Steps of Old West."" The ceremony is traditionally conducted during commencement weekend. They are called ""claws"" or ""white hats"", denoting the white caps they wear around campus to signify unity and loyalty on certain days throughout the year. History ",0
1376," the late 1970s to early 1980s. The group was formed in 1979 by guitarist John McGeoch and bassist Mark Pender, who were both members of local bands at the time. They quickly gained popularity with their energetic live performances and catchy pop-rock sound that blended elements of punk, new wave, and surf rock.
    Boston's debut album, ""Boston,"" was released in 1980 on Sire Records and featured a mix of fast-paced tracks like ""The River"" and slower ballads such as the hauntingly beautiful song ""I Can't Go for That (No More)."" The band quickly gained critical acclaim with their energetic live performances and catchy pop-rock sound that blended elements of punk, new wave, and surf rock.
    Boston's second album, ""Boston,"" was released in 1981 on Sire Records and featured a more polished production style than the debut album. It also included some of the band's most popular tracks such as ""The",1
535,"David Paintin Hon FFSRH MB ChB FRCOG (18 December 1930 – 30 March 2019)  was a British doctor and an emeritus reader in obstetrics and gynaecology at the University of London. He was a former chair of the Birth Control Trust and worked on the campaign to pass the 1967 Abortion Act. David Paintin died on 30 March 2019. Biography
Paintin qualified in Bristol in 1954. He trained under Professor (later Sir) Dugald Baird in Aberdeen before becoming a lecturer in obstetrics and gynaecology at St Mary's Hospital Medical School, London in 1963. From 1963-91, based at St Mary's Hospital Medical School, he organised the teaching of medical students and, as an honorary consultant, provided NHS services for Paddington and North Kensington. He joined the Abortion Law Reform Association (ALRA) in 1963, and was one of the gynaecologists who advised Lord Silkin and David Steel, now Lord Steel of Aikwood, during the parliamentary debates that resulted in the 1967 Abortion Act. He was chairman of the Birth Control Trust (1981–98), and a trustee of the Pregnancy Advisory Service (1981–96) and British Pregnancy Advisory Service (1996-2003).",0
290,"The Awareness Course is the education programme of the Awareness Foundation. The course has been described  as helping ""Christians develop an informed response to the religious and cultural diversity around them by being centered in their faith and secure in their identity."" It is co-written by retired bishop Michael Marshall and Nadim Nassar, who is the only Syrian priest in the Church of England. The Awareness Course has been taught in the United Kingdom, the United States of America, Syria, Jordan, Lebanon and Palestine in the Middle East and in Hong Kong. Denominations offering the Awareness Course include  the Roman Catholic Church, the Church of England, the Episcopal Church, the Greek Orthodox Church, Presbyterian, Methodist and Baptist churches, Middle Eastern Evangelical churches, and several charismatic evangelical churches in the UK. Teachers are known as ""course leaders"" and their role is primarily that of a facilitator and motivator rather than lecturer.",0
1612," by the Mexican singer-songwriter Juan Gabriel. The track was released in 1989 and became one of his most successful songs, reaching number two on the Billboard Hot Latin Songs chart that year. It features lyrics about sharks attacking people who are swimming near them or even just looking at their reflection in water.
    
The song is known for its catchy melody and Gabriel's signature style of blending traditional Mexican music with elements from other genres such as rock, pop, and jazz. The track also includes a memorable chorus that repeats the phrase ""shark shark"" several times before fading out at the end. Overall, Tiburón remains one of Juan Gabriel's most beloved songs to this day.",1
621,"is a role-playing video game produced by Gust and published by Bandai Namco Games in Japan and by NIS America in North America for the Sony PlayStation 3. It is the third and final installment, taking place in the Reyvateil-ruled country of Clustania, located in an area known as Sol Cluster, and set around two and half years after the events of Ar tonelico II. Clustania is situated on the third tower in the world of Ar Ciel, which floats above the uninhabitable Sea of Death. Although it is the final game in the series, the series mythos is continued in Gust's Surge Concerto series through the titles, Ciel Nosurge and Ar Nosurge, which takes place within the same universe. The Japanese version became available for retail on January 28, 2010 and it was released in North America on March 15, 2011. It was released in Europe on April 1, 2011. Gameplay",0
844,"Cytochemistry is the branch of cell biology dealing with the detection of cell constituents by means of biochemical analysis and visualization techniques. This is the study of the localization of cellular components through the use of staining methods. The term is also used to describe a process of identification of the biochemical content of cells. Cytochemistry is a science of localizing chemical components of cells and cell organelles on thin histological sections by using several techniques like enzyme localization, micro-incineration, micro-spectrophotometry, radioautography, cryo-electron microscopy, X-ray microanalysis by energy-dispersive X-ray spectroscopy, immunohistochemistry and cytochemistry, etc. Freeze Fracture Enzyme Cytochemistry 
Freeze fracture enzyme cytochemistry was initially mentioned in the study of Pinto de silva in 1987. It is a technique that allows the introduction of cytochemistry into a freeze fracture cell membrane. immunocytochemistry is used in this technique to label and visualize the cell membrane's molecules. This technique could be useful in analyzing the ultrastructure of cell membranes. The combination of immunocytochemistry and freeze fracture enzyme technique, research can identify and have a better understanding of the structure and distribution of a cell membrane.",0
734,"Mercedes Rosalba Aráoz Fernández (born 5 August 1961) is a Peruvian economist, professor, and politician who served as Second Vice President of Peru from 2016 to 2020. At the beginning of her political career, she served as Minister of Foreign Trade and Tourism from 2006 to July 2009, after which she was appointed briefly as Minister of Production, and finally as Minister of Economy and Finance, all portfolios under the second presidency of Alan García. At the 2016 general election, Aráoz ran for the Second Vice Presidency along Pedro Pablo Kuczynski and Martin Vizcarra in the Peruvians for Change ticket, being ultimately elected in a tight run-off against Keiko Fujimori's Popular Force ticket. Simultaneously, she was elected to Congress for the 2016–2021 term. In the Kuczynski administration, she was appointed Prime Minister, serving from 17 September 2017 to 2 April 2018. Kuczynski resigned on 23 March 2018, following a corruption scandal, thus making Martín Vizcarra the new President of Peru; Araóz subsequently acted as the only Vice President in the Vizcarra administration.",0
158,"Alejandro Celestino Toledo Manrique (; born 28 March 1946) is a Peruvian politician who served President of Peru, from 2001 to 2006. He gained international prominence after leading the opposition against president Alberto Fujimori, who held the presidency from 1990 to 2000. He pursued his undergraduate and graduate education at the University of San Francisco and Stanford University. He originally joined the technical and academic field, from where he participated as an analyst on politics and economics on some occasions. He entered politics when he founded the País Posible party, participating for the first time in the 1995 general election. In 2000, he managed to become in the largest opposition leader to the government of Alberto Fujimori, before whom in the midst of a controversial and bumpy process, lost the election for a second time. After the transition stage and the return of democracy in Peru, he participated for the third time in the 2001 elections against Lourdes Flores of National Unity and Alan García of the Peruvian Aprista Party; he competed with the latter in the second round, winning with 53.1% of the popular vote.",0
1134," formed in New York City, United States. They were active from 1981 to 1983 and released two albums during their brief career: ""The Art of Self Defense"" (1982) and ""Songs for the Deaf"" (1983). Their music was characterized by its dark, atmospheric soundscapes that blended elements of punk rock with avant-garde experimentation. The band's lyrics often dealt with themes such as alienation, social commentary, and personal struggle in a postmodern world. Despite their short career span, Make-Up remains an influential figure in the history of American music and continues to be celebrated by fans for its unique sound and vision.",1
1443," is a Georgian politician and former Minister of Foreign Affairs. He served in this position from 2007 to 2012, during which he was responsible for promoting Georgia's interests abroad. Prior to his appointment as foreign minister, he held various positions within the government including Deputy Prime Minister and Secretary General of the ruling party.
    Ramaiz Nikolaiishvili is a member of Georgian Dream coalition political group in parliament. He has been actively involved in politics since 1990 when he was elected into parliament for his first term as an independent candidate representing Tbilisi's No.1 constituency. Since then, he served on various parliamentary committees and held several ministerial positions within the government.
    In 2007, Ramaiz Nikolaiishvili became foreign minister of Georgia after serving in different capacities such as Deputy Prime Minister and Secretary General of the ruling party. During his tenure, he was responsible for promoting Georgian interests abroad through diplomatic efforts with other countries including Russia, Ukraine, and Azerbaijan. He",1
840,"Keevin Galbraith (born 1979) attended high school and played lacrosse at Malvern Prep. Keevin was a student-athlete at the University of Delaware and was a four year defensive starter on the lacrosse team. At Delaware, Keevin earned All-tournament team in 2000 and 2001, 1st team All-Conference in 2001 and was one of two players from UD to play in the North South game in 2001. He was also chosen as one of the top 40 Seniors in 2001 to play in the 1st MLL combine. After college, Keevin was signed as a free agent by the Philadelphia Wings in the NLL, where he played five years, from 2002 to 2006. To improve his indoor game, he went to Vancouver, Canada to play for the North Shore Thunder during 2002 and 2003 summers. He was then picked up by the New York Titans as a free agent in 2006, and played three years before deciding to retire.  In 2007, Keevin was 1 of 23 players chosen to play for the USA indoor national team, and helped the team win a bronze medal. Keevin also played for the world champion Philadelphia Barrage in 2006. In 2010 Keevin was asked to be an assistant coach for Team USA in the indoor world games where he coached the likes of Casey Powell and Paul Rabil.",0
77,"Innti was an Irish language poetry movement, associated with a journal of the same name founded in 1970 by Michael Davitt, Nuala Ní Dhomhnaill, Gabriel Rosenstock, Louis de Paor and Liam Ó Muirthile. These writers were students of University College Cork, drawing inspiration from Seán Ó Ríordáin and Seán Ó Riada, as well as American influences such as the Beat movement and counterculture. Their reception was mixed, with Gaelic-traditionalists resenting their urbanism, social liberalism and Anglo-American influences. Background
Some prominent Gaelic poets in the generation prior to Innti were associated with the journal Comhar. Among these, who were of relevance to Innti were Seán Ó Ríordáin and the author of Nuabhéarsaíocht, Seán Ó Tuama. These writers were both from the County Cork area and Ó Ríordáin especially introduced European-styles into Irish-language poetry and themes of modern urban life. Ó Tuama held seminars on Irish poetry at University College Cork where Innti was founded in 1970.",0
1293," as the National Committee for Statistics in Pakistan, is a non-profit organization that was established to promote and advance statistics education and research in Pakistan. It aims to provide training opportunities for statisticians, researchers, educators, students, and other professionals interested in using statistical methods effectively in their work or studies. The society has played an important role in the development of data science and analytics in Pakistan by organizing conferences, workshops, seminars, and publications on various topics related to statistics such as probability theory, time series analysis, regression modeling, machine learning, artificial intelligence, big data, etc. PSA also collaborates with international organizations like International Statistical Institute (ISI) and World Bank Group for promoting the use of statistical methods in developing countries. The society has a strong commitment towards providing high-quality education to its members through various training programs such as diploma courses, postgraduate degrees, research fellowships, etc., which are designed to equip individuals with skills necessary to work effectively at different levels within organizations and contribute",1
300,"Wakanoyama Hiroshi (born May 12, 1972 as Hiroshi Nishizaki) is a former sumo wrestler from Gobo, Wakayama Prefecture, Japan. His highest rank was komusubi. Career
Wakanoyama made his professional debut in March 1988. Joining at the same time as him were future yokozuna Akebono, Takanohana and Wakanohana, and ōzeki Kaiō. He began wrestling under his own surname, Nishizaki, but from November 1989 onwards adopted the shikona of Wakanoyama, the name adapted from his home prefecture. He reached sekitori status in July 1991 upon promotion to the second highest jūryō division, and made his debut in the top makuuchi division in May 1992. However, he lasted only four tournaments there before being demoted back to jūryō. Although he reappeared in makuuchi once in September 1994, he could not stay there. In July 1996 he fell back to the unsalaried makushita division where he languished for thirteen tournaments, before winning promotion back to jūryō in November 1998 and makuuchi in July 1999.",0
1370," known by her stage name Paigé, is a Nigerian singer and songwriter. She was born in Lagos, Nigeria but grew up in the United States where she developed an interest in music at a young age.
Paige began singing as a child and attended various schools for performing arts before graduating from high school with honors. After graduation, Paige moved to New York City to pursue her dream of becoming a singer-songwriter. She released her debut album ""The Beginning"" on 20 September 2012 under the label Universal Music Group's Republic Records division in partnership with Sony BMG Japan and Interscope Records. The album features collaborations with various artists such as Jadon Lavik, Tashan Brown, and Kina Grannis.
Paige has also released several singles including ""I'm Not Afraid"", which was featured on the soundtrack of the film ""The Hunger Games"" (2012), and her cover version of Rihanna's hit song ""Umbrella"". She",1
699,"Royce Deion Freeman (born February 24, 1996) is an American football running back for the Houston Texans of the National Football League (NFL). He played college football for the Oregon Ducks. High school career
Freeman attended Imperial High School in Imperial, California, where he played running back for the Tigers high school football team. Freeman made his varsity debut as a freshman against Southwest High School (El Centro, CA.)  His second career carry was a 63-yard touchdown run. He finished his freshman year with 225 yards on 26 carries and one rushing touchdown. As a sophomore, he ran for 2,075 yards on 162 carries and ran for 35 touchdowns.  He also caught 14 passes for 153 yards and added two receiving touchdowns and returned two interceptions for touchdowns. As a junior, he ran for 2,482 yards on 201 carries and ran for 34 touchdowns.  He caught 10 passes for 137 yards and had two touchdown receptions. As a senior, he ran for 2,824 yards on 256 carries and ran for 41 touchdowns.  He also caught 8 passes for 116 yards and added two receiving touchdowns.  He finished his high school playing career with 7,606 rushing yards on 645 carries (11.8 yards per carry) and ran for 111 touchdowns.  Freeman also recorded six receiving touchdowns and two interceptions returned for touchdown (119 total touchdowns).",0
987,"The City of Leeds is a city and metropolitan borough in West Yorkshire, England. The metropolitan borough includes the administrative centre of Leeds and the towns of Farsley, Garforth, Guiseley, Horsforth, Morley, Otley, Pudsey, Rothwell, Wetherby and Yeadon. It has a population of  , making it technically the second largest city in England by population behind Birmingham, since London is not a single local government entity. It is governed by Leeds City Council. The current city boundaries were set on 1 April 1974 by the provisions of the Local Government Act 1972, as part a reform of local government in England. The city is a merger of eleven former local government districts; the unitary City and County Borough of Leeds combined with the municipal boroughs of Morley and Pudsey, the urban districts of Aireborough, Garforth, Horsforth, Otley and Rothwell, and parts of the rural districts of Tadcaster, Wharfedale and Wetherby from the West Riding of Yorkshire.",0
1639," 25 miles (40 km) long in the state of New York. It flows through several towns and villages before emptying into Lake Ontario at the town of Oswego. The river was named after Captain John Hackensack by French explorers who first encountered it during their exploration of North America in 1669-1670.
    In 1774, a group of Native Americans were massacred on its banks while they attempted to protect themselves from British colonial forces. This event is known as the Battle of Oriskany and was one of several conflicts between European settlers and Indigenous peoples during this time period. The river has also played an important role in transportation throughout history, serving both as a major route for trade goods such as timber and furs, and later as part of the Erie Canal system that connected Lake Ontario to the Hudson River watershed. Today, it is popular among recreational anglers who enjoy fishing its clear waters stocked with rainbow trout and smallmouth bass.",1
1724," Chair in the Department of Computer Science at The University of Western Australia. She has made significant contributions to computer science, particularly in areas such as artificial intelligence and machine learning. Her research interests include natural language processing (NLP), speech recognition, and image analysis.
    Ree's work on NLP involves developing algorithms for analyzing text data from a variety of sources including news articles, emails, social media posts, and even legal documents. She has also worked with the Australian government to develop an automated system that can assist in identifying potential security threats based on online activity. In addition to her research contributions, Ree is known as one of Australia's leading experts in NLP and machine learning.
    Ree was awarded a prestigious fellowship from Google Research for her work on speech recognition technology. She has also been recognized with numerous awards throughout her career including the Australian Computer Society Award for Excellence in Teaching (2001) and the IEEE Neural Network Pioneer Award (2004).",1
309,"Jay Bernstein (June 7, 1937 – April 30, 2006) was an American producer and manager to actors, such as Sammy Davis Jr. and Michael Landon, and to actresses, such as Farrah Fawcett and Suzanne Somers. Career
Born in Oklahoma City, Oklahoma, Bernstein moved to California after graduating from Pomona College. He worked in the mail room of the William Morris Agency before working for
Rogers & Cowan, the industry's largest PR company, founded by Henry C. Rogers and Warren Cowan. Bernstein founded his own agency in 1962 and later produced the television series Bring 'Em Back Alive, Mike Hammer, and Houston Knights. He also produced several television movies and the film Nothing Personal (1980) starring Suzanne Somers. In 2005,Bernstein had obtained the rights from the City of Los Angeles to produce a brand new prime time TV series entitled Public Defender, based on the true criminal cases from the Los Angeles Public Defender's office from years past.",0
805,"The spot resolutions were offered in the United States House of Representatives on 22 December 1847 by future President Abraham Lincoln, then a Whig representative from Illinois. The resolutions requested President James K. Polk to provide Congress with the exact location (the ""spot"") upon which blood was spilled on American soil, as Polk had claimed in 1846 when asking Congress to declare war on Mexico. So persistent was Lincoln in pushing his ""spot resolutions"" that some began referring to him as ""spotty Lincoln."" Lincoln's resolutions were a direct challenge to the validity of the president's words, and representative of an ongoing political power struggle between Whigs and Democrats. Eight resolutions sought specific information. The first: ""whether the spot on which the blood of our citizens was shed, as in his messages declared, was or was not within the territory of Spain, at least after the treaty of 1819, until the Mexican revolution."" The second: ""whether that spot is or is not within the territory which was wrested from Spain by the revolutionary Government of Mexico."" The other six resolutions extended the analysis to determine whether the territory on which the casualties occurred was ever under the government or laws of Texas or of the United States. The House of Representatives never acted on Lincoln's resolutions, but they demonstrated the Whig reluctance to accept President Polk’s grounds to begin the war.",0
1165," House or the John and Mary Smith Home for Boys, is a historic building located in New York City. The house was built by philanthropist Henry Griscom in 1874 to provide housing for boys who were orphaned at birth or had lost their parents during the Civil War.
  * Halwyck's history dates back to its construction as an orphanage, where it served as a home for over 100 boys from 1865 until 1920 when it was converted into apartments and renamed after Henry Griscom in 1874. The house has been listed on the National Register of Historic Places since 1978 due to its architectural significance.
  * Halwyck's architecture is characterized by Queen Anne-style design elements, including a turret with conical roofing that rises above the main facade and decorative details such as carved wooden panels in the entrance hall. The house also features stained glass windows designed by Tiffany Studios of New York City.",1
1318,", released in 2019. The album features a blend of electronic and hip-hop music styles with lyrics that explore themes such as love, loss, and personal growth. It was produced entirely on an iPhone XS Max using Apple's Procreate app for iOS devices. Reheated received positive reviews from critics who praised its unique sound and production techniques used by CanneD to create the album. The title track ""Rehbeat"" is a standout song that showcases CannE's vocal range, while other tracks such as ""The Way We Are,"" ""Love Is All I Need,"" and ""I'm Not Afraid of You Anymore"" are also worth listening to for fans of electronic music or hip-hop. Overall, Reheated stands out from the many albums released in 2019 due to its innovative sound that blends different genres together seamlessly.",1
470,"Frances Cluett (June 25, 1883 – November, 1969) was an army nurse and educator from Newfoundland, noted for her service during World War I, and especially for her many letters back home beginning in 1916 that conveyed the eye-opening experiences of a young woman leaving home for the first time and explaining in vivid detail the horrors of war. Cluett was born in Belleoram, Newfoundland, and during the war served in the Volunteer Aid Detachment in Europe. Cluett's two dozen letters give a detailed account of her departure from St. John's, travels to New York City, London, France, and Constantinople, and of her amazement at the horrors of the front line. These letters are currently housed in the Centre for Newfoundland Studies at the Memorial University of Newfoundland, and are in the process being published to commemorate the 90th anniversary of the battle at Beaumont Hamel in which so many Newfoundland men lost their lives.",0
1059," is a low power FM radio station located in the city of Grand Junction, Colorado. It broadcasts at an effective radiated power output of 1 kW and serves as part of the public broadcasting network for Western Slope Broadcasters Organization (WSBO).
    WFBO-LP was first licensed on November 15, 1979 by WSBO to serve the community with programming that is locally produced or supported. The station has since become a staple in Grand Junction's radio landscape and continues to provide quality local news coverage as well as educational programs such as ""The Prairie Rose"" which airs at 10:00 am every weekday morning.
    WFBO-LP also offers community outreach programming, including live music performances on weekends and special events like the annual Christmas Tree Lighting Ceremony in downtown Grand Junction. The station is committed to providing a platform for local artists and musicians who may not have otherwise had access to airtime through WSBO's other stations.
    In addition to",1
910,"Acne conglobata is a highly inflammatory disease presenting with comedones, nodules, abscesses, and draining sinus tracts. This condition generally begins between the ages of 18 and 30. It usually persists for a very long time, and often until the patient is around 40 years old.  Although it often occurs where there is already an active acne problem, it can also happen to people whose acne has subsided.  Although the cause of this type of acne is unknown, it is associated with testosterone and thus appears mainly in males.  It can be caused by anabolic steroid abuse and sometimes appears in males after stopping testosterone therapy.  It can also happen to someone who has a tumor that is releasing large amounts of androgens, or to people in remission from diseases, such as leukemia. In certain persons, the condition may be triggered by exposure to aromatic hydrocarbons or ingestion of halogens.",0
1982," individuals have when they work together in a group or community. It is often associated with volunteerism, where people come together for specific tasks and projects without expecting compensation. The term can also refer more broadly to any collective effort undertaken by groups of people who share common goals or interests.
Mass amateuri",1
1803," by the band The Polyphonic Spree. It features live performances of their songs, as well as interviews with members and behind-the-scenes footage from recording sessions for each song.",1
1987," located in the West Yorkshire region, England. It was founded by William Fitzwilliam in 1255 and has since grown into one of the largest cities in the country with over 1 million residents as of 2021. Known for its rich history dating back to medieval times when it served as an important trading center between Europe and Asia, Leeds is also home to a thriving cultural scene that includes museums, theaters, galleries, music venues, sports facilities, parks, gardens, and more. The city has been recognized by numerous organizations worldwide due to its exceptional quality of life for residents, including the United Nations Human Development Index (HDI) which ranks it as one of the most livable cities in Europe.",1
683,"Owen Aldis (1926–2001) was a behavioural psychologist. He was born into a notable Chicago family. His father was one of the trustees of the University of Chicago and ran a real estate management firm, his mother a writer of children's poetry and his maternal grandfather on the editor of the Chicago Tribune.  Aldis taught economics at Yale University and worked in investment in New York. But in the 1950s he moved west to San Francisco's Bay Area and began to develop his academic interest in behavioral psychology. He is most noted for his well received 1971 publication Play Fighting which is an ethological classic examining play in humans and animals. The study was based on extensive observational studies: 1,500 hours of field observation on humans, 700 hours of observations on animals at four California zoos and more than twenty hours of filmed playing humans and various animals. He was a member of the International Society for Human Ethology.",0
702,"N. K. Anand is a  Regents Professor and the holder of  James J. Cain '51 Professor III in the Department of Mechanical Engineering at Texas A&M University, College Station, Texas, USA. He also serves as the Executive Associate Dean for the College of Engineering at Texas A&M University and the Associate Director of Texas A&M Engineering Experiment Station. Research Work
N. K. Anand's research focuses on the development and application of computational techniques to study fluid flow and heat transfer. Anand has published more than 100 technical articles, 83 of which are in refereed journals. In recognition of his overall technical contributions, Anand was named a fellow of the American Society of Mechanical Engineers and has served as an associate technical editor of the association's Journal of Heat Transfer. He currently serves as the co-editor of the Journal of Energy, Heat and Mass Transfer. In addition, he is a member of the editorial board for Numerical Heat Transfer and is currently chair of the association's K-20 Committee on Computational Heat Transfer.",0
1792," in the printing process that involves making adjustments to an image before it goes into press. The goal of monitor proofing is to ensure that all colors are consistent and there are no color shifts, which can affect print quality. This typically takes place after the final color separation has been made for each plate or cylinder used in a four-color printing process.

The first step in soft-proofi ng involves making an image on a film negative using one of several methods such as contact screen, photopolymer, and digital systems. The resulting positive is then sent to the press room where it will be exposed onto paper or other materials that can withstand high temperatures used by printing presses.

Once in the pressroom, adjustments are made to ensure all colors match up correctly on each sheet of print material. This may involve adjusting color balance and contrast levels as well as making small changes such as removing blemishes from an image before it is printed onto paper or other materials that can withstand high temperatures",1
1398," her married name, Von Engelhardt) was a German-American author and journalist who is best known for her autobiographical novel ""The House of the Scorpion,"" which tells the story of an American woman living in Germany during World War II. The book has been translated into several languages and adapted as both a film and television series.
    Von Engelhardt was born on July 22, 1915, in Berlin-Charlottenburg to Jewish parents who fled Nazi persecution in 1933. She studied at the University of Heidelberg before moving to New York City with her husband, an American journalist named John von Engelhardt. The couple had two children together but divorced after Von Engelhardt's affair with a married man led to scandal and divorce proceedings.
    In addition to writing ""The House of the Scorpion,"" Von Engelhardt also wrote several other novels including ""A Woman in Berlin"" (1939), which was later adapted into an opera by composer Kurt",1
1685," region of Peru. It has an area of approximately 1,000 square kilometers and its population was estimated to be around 50,000 people as per the 2010 census. The town is located at an altitude of 2,500 meters above sea level and it is known for its picturesque landscapes that include snow-capped mountains in winter months.
    Argentona has a rich history dating back to pre-Columbian times when it was inhabited by various indigenous groups such as the Inca Empire. The town's economy mainly relies on agriculture, with crops like potatoes and corn being major contributors to its income. In recent years, there have been efforts made in developing tourism infrastructure within the municipality which has helped attract more visitors from outside of Peru.",1
348,"The Tethysaurinae are a subfamily of mosasaurs, a diverse group of Late Cretaceous marine squamates. Members of the subfamily are informally and collectively known as ""tethysaurines"" and have been recovered from North America and Africa. Only two tethysaurine genera are known, Pannoniasaurus and Tethysaurus. The genera Yaguarasaurus and Russellosaurus were previously considered tethysaurines until they were grouped with Romeosaurus in the new subfamily Yaguarasaurinae. A possible member of this clade (subfamily) is a mosasaur specimen known from a maxilla fragment, found in 1960 in the Czech Republic (then Czechoslovakia), in Dolní Újezd near Litomyšl. Like the closely related yaguarasaurines, all tethysaurines were plesiopedal (meaning primitive and not as well adapted to marine life as later mosasaurs). They generally retained relatively small sizes compared to later giant mosasaurs. The tethysaurines appeared during the Turonian and went extinct in the Santonian, possibly outcompeted by more derived mosasaurs. The etymology of this group derives from the genus Tethysaurus (Tethys from the Greek goddess of the sea and sauros, Greek for ""lizard"").",0
1154," comedy-drama film directed by David Gordon Green. The story follows the lives of two brothers, Jack and Bobby, who are both struggling to make ends meet in their small town. One day, they receive an unexpected visit from their estranged father, played by Bruce Willis, who has been living on his own for years after being abandoned by his wife.
    As the three men spend time together, tensions rise as Jack and Bobby struggle with feelings of resentment towards each other's success in life while also grappling with unresolved issues about their past relationships. The film explores themes such as family loyalty, forgiveness, redemption, and personal growth through a series of comedic misunderstandings that lead to unexpected twists and turns throughout the story.
    High Road was well-received by critics for its unique blend of humor, drama, and social commentary on issues like aging parents, sibling rivalry, and the complexities of family relationships in modern society. The film has since gained a cult following among fans who",1
1082," competition that takes place annually in the United States. It was first held in 1964 and has since become one of the most prestigious events for professional surfers, attracting thousands of spectators each year to watch some of the world's best riders compete on waves as high as 60 feet (18 meters). The Eddie is known for its challenging conditions, with strong currents that can push even experienced wave riders back out into deeper water. It also features a variety of other competitions and activities throughout the event weekend, including beach volleyball tournaments, paddleboarding races, and music concerts by top-name performers. Overall, ""The Eddie"" represents an exciting opportunity to witness some incredible surfing talent in action on one of the most iconic waves in the world.",1
1809," January 1887 – 16 December 1963) was a British soldier and politician who served in the First World War. He is best known for his role as an officer during the Battle of Gallipoli in 1915, where he led several successful raids against Turkish positions on the peninsula.
Constantine began his military career with the Royal Scots Fusiliers before transferring to the Grenadier Guards and serving at various locations including Egypt, India, Palestine, Mesopotamia (modern-day Iraq), and France during World War I. He was awarded several medals for bravery in action, including the Distinguished Service Order and Companion of the Order of St Michael and St George.
After his military service ended, Constantine returned to civilian life as a barrister and solicitor before entering politics. In 1922 he became Member of Parliament (MP) for Eastbourne, serving until 1929 when he was appointed Steward of the Manor of Northstead in Essex by King Edward VIII. He later served on several government",1
