,text,classification
951,"Japanzine is a Japan-based English-language magazine, published by Carter Witt Media. Now 20 years in publication, it is the successor magazine to The Alien and caters largely to the expatriate community in Japan. Each edition of the magazine contains a map of various Japanese cities and an entertainment guide, as well as several articles - both satirical and serious - on Japanese life. The comic strip character Charisma Man first appeared in The Alien and later in Japanzine. In  May 2008 the magazine introduced Gaijin Sounds, a national music competition for foreign artists in Japan, due to the lack of press coverage given to ""home-grown"" artists . Twelve artists from around Japan were selected as winners with music ranging from techno to indie-pop to rap. The popularity of the contest meant another competition, Gaijin Sounds Vol. 2,  was launched the following year, featuring in the May 2009 issue. The competition soon expanded to the live arena, with 2 live ""finals"" in Osaka and Tokyo in autumn 2009, featuring over 8 bands such as Fukuoka outfit, Nanbanjin; Tokyo-based Kev Gray & The Gravy Train - both who had won the award twice - and the former Matsuyama indie rock band The Watanabes, also based in Tokyo.",0
683,"Owen Aldis (1926–2001) was a behavioural psychologist. He was born into a notable Chicago family. His father was one of the trustees of the University of Chicago and ran a real estate management firm, his mother a writer of children's poetry and his maternal grandfather on the editor of the Chicago Tribune.  Aldis taught economics at Yale University and worked in investment in New York. But in the 1950s he moved west to San Francisco's Bay Area and began to develop his academic interest in behavioral psychology. He is most noted for his well received 1971 publication Play Fighting which is an ethological classic examining play in humans and animals. The study was based on extensive observational studies: 1,500 hours of field observation on humans, 700 hours of observations on animals at four California zoos and more than twenty hours of filmed playing humans and various animals. He was a member of the International Society for Human Ethology.",0
954,"Sunanda Patnaik (7 November 1934 – 19 January 2020) was an Indian classical singer of Gwalior gharana from Odisha. Popularly known as ""guruma"", she was considered one of the grande dames of Hindustani music. She was the daughter of Odia poet Baikunthanath Patnaik. She started singing at All India Radio in Cuttack in 1948 at the age of 14. The then Odisha Governor Asaf Ali once heard her on Radio and was very impressed with her singing and she became a regular fixture at the Raj Bhavan whenever the Governor had guests. Once, President Rajendra Prasad heard her at Puri. He was very impressed with her singing and arranged her training under Pandit Vinayak Rao Pattavardhan at Pune with a scholarship. She was awarded the degree of Masters in Music by Pune School in 1956. She performed at All India Sadrang Sageet Sammelan in Calcutta in September 1957 where she received 13 gold coins. Since then she did many concerts in India and was known internationally. She was best known for her tarana that she sang at a high pace and was considered one of the best contemporary interpreters of Odissi music. She was staying at Kolkata since 1983. Awards 
She received the Odisha Sangeet Natak Academy award in 1970 and 1971. She received Indian lifetime achievement award in 2009 and lifetime achievement award from The Orissa society of the Americas (OSA) in 2012. She was the recipient of Sangeet Natak Academy award (Tagore Academy Puraskar) for the year 2012. The degree of doctor of literature was conferred on her by the Utkal University in 1999 and the degree of doctor of music was conferred by the Akhil Bharatiya Gandharva Mahavidyalaya Mandal in 1975.",0
1008," (O.T.W.)"") is a song by American rapper Jay-Z from his seventh studio album, The Blueprint 2: The Gift & the Curse. It features vocals from Rihanna and was released on September 9, 2009, as the third single from the album. The song was produced by Swizz Beatz and features a sample of ""I Can't Get No Sleep"" by The Notorious B.I.G."" The lyrics describe the struggles of a woman who is in an abusive relationship with her partner, who is also known as Pussy Fairy (OTW). The chorus features the hook ""I need some pussy, I don't care where it comes from,"" which has been interpreted by many fans to be a reference to the rapper's own struggles with drug addiction. The song received mixed reviews from critics, with some praising its catchy beat and memorable lyrics, while others criticized its use of the P",1
1298," '90s) is a British television show that aired from 1993 to 1997. It was presented by Mark Watson and was a mix of music, comedy and chat shows. The show was produced by Granada Television and was shown at various times throughout the week on Channel 4 in the UK. The show's format involved Watson interviewing celebrities, comedians and other notable figures from the entertainment industry about their experiences during the decade of the '90s. The show also featured music performances and comedy sketches.",1
1862," is a Nigerian-born American businessman and philanthropist. He was born in Nigeria in 1954, and moved to the United States in 1970. He has been involved in various business ventures, including oil exploration, real estate development, and investment management. In addition to his business interests, Koro is known for his philanthropic activities, which include supporting education, healthcare, and community development projects.
In terms of education, Koro has donated millions of dollars towards the establishment of schools, colleges, and universities in Nigeria and other parts of Africa. He has also supported medical initiatives such as the construction of hospitals and clinics, as well as funding for research and training programs. In addition to his philanthropic activities, Koro is known for his commitment to community development, having established a number of projects aimed at improving the lives of people in Nigeria and other African countries.",1
1574," the Ali Qapu Palace is a historical palace located in Isfahan, Iran. It was built by Shah Abbas I in the early 17th century as a summer residence for himself and his family. The palace is known for its unique architecture and intricate designs, which were inspired by both Persian and Islamic styles. The Ali Qapu Palace has three main sections: the ground floor, the first floor, and the second floor. The ground floor features a large hall with a high ceiling and a central dome, while the first floor has four smaller domed rooms around a larger one. The second floor has two more small domed rooms and a balcony that offers a stunning view of the city. The palace is surrounded by a moat and gardens, which were designed to provide privacy for the royal family. Today, the Ali Qapu Palace is a popular tourist attraction and a symbol of Isfahan's rich history and architecture.",1
453,"X-Cops was a side project composed of members from the heavy metal band Gwar and their extended ""family"" of musicians. Each member of X-Cops performed in a police uniform and had their own character. They released the album You Have The Right To Remain Silent... on Metal Blade Records in 1995. The album included a cover of Deep Purple's ""Highway Star"" (with different lyrics, to reflect the theme of the album). In addition, they released a 7"" single of the songs ""Junkie"" (featuring the first released vocal performance of Gwar/X-Cops guitarist Michael Derks) and ""Beat You Down"" on Man's Ruin Records in 1996. History
Peter Lee started this band after being shot in a failed car jacking attempt. The idea sparked while filming a commercial segment for Gwar's Skulhedface. Lee and Dave Brockie were dressed as police officers and Lee pondered, ""What would be cooler than a bunch of cops playing kick-ass rock and roll?"" This led to Lee, Brockie and Gwar's drum technician, Mike Dunn, starting X-Cops as a three-piece band. By the time they played their first show, their ranks had grown considerably.",0
961,"The Şehzade Mosque (, from the original Persian شاهزاده Šāhzādeh, meaning ""prince"") is a 16th-century Ottoman imperial mosque located in the district of Fatih, on the third hill of Istanbul, Turkey. It was commissioned by Suleiman the Magnificent as a memorial to his son Şehzade Mehmed who died in 1543. It is sometimes referred to as the ""Prince's Mosque"" in English. In a June 2016 attack, the windows of the mosque were shattered. History
The construction of the Şehzade Complex (külliye) was ordered by the Ottoman Sultan Suleiman the Magnificent as a memorial to his favorite son Şehzade Mehmed (born 1521) who died in 1543 while returning to Istanbul after a victorious military campaign in Hungary. Mehmed was the eldest son of Suleiman's only legal wife Hürrem Sultan - although not his eldest son - and before his untimely death he was primed to accept the sultanate following Suleiman's reign. Suleiman is said to have personally mourned the death of Mehmed for forty days at his temporary tomb in Istanbul, the site upon which the imperial architect Mimar Sinan would construct a lavish mausoleum to Mehmed as one part of a larger mosque complex dedicated to the princely heir. The complex was Sinan's first important imperial commission and ultimately one of his most ambitious architectural works, even though it was designed early in his long career.",0
277,"The Heinkel HeS 011 or Heinkel-Hirth 109-011 (HeS - Heinkel Strahltriebwerke) was an advanced World War II jet engine built by Heinkel-Hirth. It featured a unique compressor arrangement, starting with a low-compression impeller in the intake, followed by a ""diagonal"" stage similar to a centrifugal compressor, and then a three-stage axial compressor. Many of the German jet-powered aircraft designs at the end of the war were designed to use the HeS 011, but the HeS 011 engine was not ready for production before the war ended in Europe and only small numbers of prototypes were produced. Design and development
Starting in 1936, Junkers started a jet engine development project under the direction of Wagner and Müller, who worked on axial compressor designs. By 1940 they had progressed to the point of having a semi-working prototype, which could not run under its own power and required an external supply of compressed air.",0
1937," lines and ropes that are used to secure the mast of a sailing vessel to a mooring or other structure. It is also known as a boom anchor, and it is designed to catch and hold the mast in place without slipping or tearing. The sky anchor consists of a main line and a number of smaller lines called shackles that are attached to the mast. These smaller lines are used to control the direction and angle of the main line, allowing the sailboat to be secured in various positions. Sky anchors are commonly used on sailing vessels, but they can also be used on powerboats or other types of watercraft.",1
932,"Quentin Brian ""Quent"" Sickels (December 21, 1926 – April 24, 2018) was a former American football player. He played college football for the University of Michigan in 1944 and from 1946 to 1948.  He played on Michigan's undefeated 1947 and 1948 national championship teams.  His college football career was interrupted by service in the United States Coast Guard during the 1945 football season. Early years
Sickels was the son of Fred Roy Sickels, the athletic director and coach at Benton Harbor Junior High School in Benton Harbor, Michigan and Lois Barker.  He played three years of varsity football for Benton Harbor High School and led his team to the state championship as senior in 1943.  At the end of the 1943 season, he was picked as a first-team all-conference player and was also ""picked for a line spot on several All-State teams.""  He was also an honor student, a member of the National Honor Society, the National Thespians, vice-president of the Hi-Y Club, and a chief petty officer of the Sea Scouts.",0
178,"The Malabar rebellion happened from August 20, 1921 to 1922 in the Malabar region of Kerala, India. The Malabar rebellion of 1921 (also known by the names Moplah massacre, Moplah riots, Mappila riots) started as a resistance against the British colonial rule in Malabar region of Kerala. The popular uprising was also against the prevailing feudal system controlled by elite Hindus. The British had appointed high caste Hindus in positions of authority to get their support, this led to the protest turning against the Hindus. For many scholars, the rebellion is primarily a peasant revolt against the colonial government. During the uprising, the rebels also attacked various symbols and institutions of the colonial state, such as telegraph lines, train stations, courts and post offices. The main leaders of the rebellion were Ali Musliyar, Variankunnath Kunjahammad Haji, Sithi Koya Thangal, M. P. Narayana Menon, Chembrasery Thangal, K. Moideenkutti Haji, Kappad Krishnan Nair, Konnara Thangal, Pandiyatt Narayanan Nambeesan, and Mozhikunnath Brahmadathan Nambudiripad.",0
881,"Waterkeeper Alliance is a worldwide network of environmental organizations founded in 1999, in response to a growing movement of organizations with such names as Riverkeeper, Baykeeper and Soundkeeper. By December 2019, the group said it had grown to 350 members in 46 countries, with half the membership outside the U.S.; the alliance had added 200 groups in the last five years.  The original Riverkeeper, organized in 1983, started on the Hudson River in New York, in response to the destructive industrial pollution that was destroying the river. It soon was followed by Long Island Soundkeeper (led by Terry Backer), Delaware Riverkeeper, San Francisco Baykeeper, New York/New Jersey Baykeeper, and others. Today, Waterkeeper Alliance, which is based out of Manhattan, unites all Waterkeeper organizations, coordinating and covering issues affecting Waterkeepers that work to protect rivers, lakes, bays, sounds, and other water bodies around the world. In the United States, the east coast is strongly represented; only 52 of the 180 groups cover watersheds west of the Mississippi.",0
1928," – November 30, 2015) was an American politician and businessman. He served as the mayor of San Francisco from 1978 to 1984. He was a member of the Democratic Party.",1
1557," 3 May 1967) was a Mexican politician who served as the President of Mexico from 1940 to 1946. He was born in Mexico City, Mexico on 20th October 1882. He studied law and political science at the National Autonomous University of Mexico (UNAM), where he also taught for several years. In 1917, he joined the Institutional Revolutionary Party (PRI) and rose through the ranks to become its leader in 1936. During his presidency, he implemented policies aimed at modernizing Mexico's economy, including the establishment of new industries and the development of infrastructure projects such as highways and airports. He also worked to improve education and healthcare services, and established diplomatic relations with several countries around the world. However, his presidency was criticized for its authoritarianism and human rights violations, particularly during the suppression of student protests in 1968. Despite this, he",1
249,"Hedjkheperre Setepenre Shoshenq IV was an ancient Egyptian ruler of the 22nd Dynasty, between the reigns of Shoshenq III and Pami. In 1986, David Rohl proposed that there were two king Shoshenqs bearing the prenomen Hedjkheperre – (i) the well-known founder of the dynasty, Hedjkheperre Shoshenq I, and (ii) a later pharaoh from the second half of the dynasty, whom Rohl called Hedjkheperre Shoshenq (b) due to his exact position in the dynasty being unknown. Following Rohl's proposal (first suggested to him by Pieter Gert van der Veen in 1984), the British Egyptologist Aidan Dodson supported the new king's existence by demonstrating that the earlier Hedjkheperre Shoshenq bore simple epithets in his titulary, whereas the later Hedjkheperre Shoshenq's epithets were more complex. Dodson suggested that the ruler that Kenneth Kitchen, in his standard work on Third Intermediate Period chronology, had numbered Shoshenq IV – bearing the prenomen Usermaatre – should be removed from the 22nd Dynasty and replaced by Rohl's Hedjkheperre Shoshenq (b), renumbering the latter as Shoshenq IV. At the same time the old Usermaatre Shoshenq IV was renumbered as Shoshenq VI. Dodson's historical summary of the new King Shoshenq IV's discovery and his supportive evidence for that king's independent existence from Hedjkheperre Shoshenq I appeared in an article entitled ‘A New King Shoshenq Confirmed?’ in 1993.",0
1191," is a South Korean actor and model. He was born in Anyang, Gyeonggi-do, South Korea. Lee began his career as a model for fashion magazines such as 'GQ', 'Vogue' and 'Elle'. He then made his acting debut in 1998 with a minor role in the film 'The Great Merchant'. Since then, he has appeared in over 50 films and TV dramas. Lee is known for his muscular build and chiseled features, which have earned him the nickname ""The Korean Hulk"". He has also been recognized as one of the most popular actors in South Korea due to his strong fan base and frequent media appearances.",1
1051,"1 is a model for software drivers used by Microsoft in Windows operating systems. It provides a standardized way to interface between hardware components and the operating system, allowing devices to be easily connected and controlled from within Windows. The driver model allows for the creation of device drivers that are compatible with different types of hardware, including printers, scanners, graphics tablets, and other peripherals. 
 200 word wikipedia introduction on 'Windows Driver Model'",1
1486," romantic comedy film directed by K. V. Mahadevan and produced by M. Sasikala. The film features Jayam Ravi, Megha Raman, Nassar, Soundarya, and Prakash Raj in the lead roles. The film was released on 14 December 2000 and was a commercial success at the box office.
The plot of Seenu revolves around the life of two brothers, Seenu (Jayam Ravi) and Suresh (Nassar), who are separated when their father passes away. Seenu is brought up by his uncle, while Suresh goes to live with his aunt. Years later, they meet again after their mother's death, and the two brothers try to find a way to be together once more.
The film features several hit songs including ""Chithra Chithram"", ""Mouna Ragam"" and ""Engey",1
1078," district located in Roanoke, Virginia. It was established in 1978 and includes a variety of architectural styles from the mid-19th century to the early 20th century. The district encompasses approximately 35 acres and contains over 40 buildings listed on the National Register of Historic Places. The area is significant for its contributions to American architecture, as it was home to several notable architects during this period, including Robert Mills, William Strickland, and Asher Benjamin. Additionally, the Roann Historic District has played an important role in the history of Roanoke, Virginia, serving as a center for industry and commerce in the mid-19th century.",1
302,"""Something Beautiful"" is a song co-written by English musicians Guy Chambers and Robbie Williams. Originally offered to Welsh singer Tom Jones, it was released as the third single from Williams' fifth studio album, Escapology (2002). The track was issued in Europe on 7 July 2003 and in the United Kingdom three weeks later, on 28 July. ""Something Beautiful"" reached number three on the UK Singles Chart and peaked within the top 10 in Denmark, Ireland, the Netherlands, New Zealand, and Romania. Music video
The video of the song is influenced by reality shows like Pop Idol, and is one of the few with two different endings. An interactive version of the video was created to run on Sky Digital by weapon7 where viewers could vote through the red button and discover the backstory of the participants. A spokesman for Williams told the Daily Mirror, ""We wanted to find someone with the 'essence' of Robbie to perform the new track in the video – it could be a woman.""",0
0,"Sexhow railway station was a railway station built to serve the hamlet of Sexhow in North Yorkshire, England. The station was on the North Yorkshire and Cleveland's railway line between  and , which opened in 1857. The line was extended progressively until it met the Whitby & Pickering Railway at . Sexhow station was closed in 1954 to passengers and four years later to goods. The station was located  south of Stockton, and  west of Battersby railway station. History
The station was opened in April 1857, when the line from Picton was opened up as far as . Mapping shows the station to have had three sidings in the goods yard, coal drops and a crane. The main station buildings were on the westbound (Picton direction) side of the station. The station was south of the village that it served, and was actually in the parish of Carlton in Cleveland, which has led to speculation that it was named Sexhow to avoid confusion with  railway station, which was originally named Carlton.",0
130,"Sugar Hill is a historically middle class and predominantly African American neighborhood in Jacksonville, Florida. It was established in the 1800s, was thriving by the end of the 19th century. It was largely destroyed by construction of the Jacksonville Expressway (now part of I-95), redevelopment plans including the expansion of a public hospital, as well as the end of segregation into the 1960s. History
The community included professionals such as doctors, lawyers, teachers, builders, clergy, morticians, and railroad employees. It began as a suburb serviced by a streetcar line and was home to various prominent residents including Abraham Lincoln Lewis, owner and founder of the Afro-American Life Insurance Co.; Henry Tookes, a pastor; Charles Anderson, owner of Anderson Bank; S. A. Brookins, home builder; Emmet Washington, a doctor; [Cecilia Washington Carr, an illustrator; Old Stanton High School graduate “Hoss” Singleton, a songwriter who wrote “Strangers in the Night” and built a home for his mom in Sugar Hill;  William Raines, a high school principal; William Redmond, a doctor;  Joseph H. Blodgett, a builder; Robert Butler, a pharmacist; and Sara Blocker, a schoolteacher who took the Duval County school system to court on behalf of African-American teachers. ",0
973,"Azur Lane  is a side-scrolling shoot 'em up video game created by Chinese developers Shanghai Manjuu and Xiamen Yongshi, released in 2017 for the iOS and Android operating systems. Set in an alternate timeline of World War II, players engage in side-scrolling shooter gameplay, using female moe anthropomorphic characters based on warships from the war's major participants. Other gameplay elements, like customizing a dorm and in-game characters, are also present. First launched in China in May and in Japan in September 2017, Azur Lane quickly became popular, especially in Japan where the player count reached five million within four months after its release. Players have voted the game among the top five on Google Play's Best Game of 2017 list for the region. Critics have attributed the game's popularity to its original and well-designed gameplay system. An English-language version started open beta in August 2018 and was formally released in May 2019. Later, on December 18, English version was expanded to Latin American region. PWB Play simultaneously released it to Hong Kong, Macau, and Taiwan on October 4, 2019.",0
53,"Chipknip (a portmanteau of chip card and knip, Dutch for purse) was a stored-value payment card system used in the Netherlands. Based on the Belgian Proton system, it was started by Interpay on October 26, 1995 as a pilot project in the city of Arnhem and a year later rolled out countrywide. Chipknip was taken over by Currence due to a restructuring on May 17, 2005 who managed it with their licensees until its discontinuation on January 1, 2015. The Chipknip was primarily used for small retail transactions, as the card could contain a maximum value of 500 euros. The money needs to be transferred from a card holders main bank account using a loading station who were generally located next to ATMs.  In 1996, The Postbank left the Chipknip project and started the Chipper project with other organisations such as PTT Telecom to compete with the Chipknip until 2001, when it merged into the Chipknip system. ",0
958,"Ronald D. Ardoin (born June 13, 1957 in Carencro, Louisiana) is a retired jockey in American Thoroughbred horse racing. He is one of a number of successful Cajun jockeys who began their careers riding in bush track races in Louisiana. In 1973, at Delta Downs in Vinton, Louisiana, Ron Ardoin earned the first of his 5226 career wins. During his thirty-one years in racing he won twelve riding titles at Louisiana tracks, earning six at the Fair Grounds Race Course in New Orleans and another six at Louisiana Downs in Bossier City. Ardoin also won a riding title at Lone Star Park in Grand Prairie, Texas. At Oaklawn Park Race Track in Hot Springs, Arkansas, he scored the most significant win of his career when he rode Zarb's Magic to victory in the 1996 Arkansas Derby. That win led to riding Zarb's Magic to a thirteenth place result in the 1996 Kentucky Derby. In his only other Derby start, he finished tenth aboard Encolure in the 1985 edition.",0
1411," January 1897) was an English architect and surveyor who worked in the Gothic Revival style. He is best known for his work on the restoration of St Paul's Cathedral, London, which he completed in 1868 after a fire had destroyed much of the original structure. Cheeke was born in London, England, on 10 March 1810 and studied architecture under William Henry Fox Talbot. He worked as an architect and surveyor for several years before becoming involved with the restoration of St Paul's Cathedral. During his career, he also designed several other notable buildings, including the Royal College of Physicians in London and the Church of Our Lady of Mount Carmel in Dublin. Cheeke died on 14 January 1897 at the age of 86.",1
724,"Professor Sandra Rees is an Honorary Professorial Fellow in the Department of Anatomy and Neuroscience at the University of Melbourne. Her major research interests have been directed towards understanding the pathogenesis of brain injury resulting from fetal hypoxia, infection, alcohol exposure, growth restriction and prematurity. Early life and education 
Sandra Rees was born in Melbourne in 1942, and moved to Sydney in 1952 as her father, an Army officer, was appointed to the School of Military Engineering at Casula. Sandra earned a Bachelor of Science with Honours in 1963 and Master of Science in 1965, both from the University of Sydney. During this time she studied the structure and function of the visual system in the Department of Physiology, chaired by Professor Peter Bishop. In 1965 Sandra received a Lady Leitch Scholarship for overseas study, and relocated to London to complete a Master of Philosophy at University College in 1968. Sandra then returned to Melbourne to complete her Doctor of Philosophy at Monash University in 1977. Under the supervision of Dr Brian Cragg, Sandra learned to perform electron microscopy to examine the ultrastructure of the normal and abnormal brain. It was from this work that Sandra became particularly interested in brain development, and  during her career she investigated the normal development of the somatosensory system and environmental factors that adversely affect the structural and functional development of the brain, such as hypoxia, infection, alcohol exposure and prematurity. In collaboration with neonatologists and obstetricians she devised clinically relevant animal models. She was also involved in trialing neuroprotective agents to ameliorate injury in the developing brain. For her contribution to the field of neurobiology and neurosciences, Sandra was awarded a Doctor of Science from the University of Melbourne in 2011.",0
1377," by American rock band The Black Crowes, released on September 15, 2000. It was their first album for Geffen Records and their last with original drummer Steve Gorman before he left the band in 2001. The album features several guest appearances from other musicians, including slide guitar legend Robert Johnson, who appears on two tracks. The title track ""Grand Blood"" is a tribute to the late blues guitarist Robert Johnson, whose music has been an influence on the band's sound. The album received mixed reviews upon its release but was certified gold by the RIAA in 2013 for sales of over 500,000 copies.",1
1571," 1956) is an American politician and businessman who served as the 48th Governor of West Virginia from 2017 to 2021. He was a member of the Republican Party. Prior to his governorship, he was the owner of Justice's Furniture in Morgantown, West Virginia.
Justice is known for his support of President Donald Trump and has been involved in several political campaigns. In 2016, he ran for the United States Senate as a Republican candidate but lost to Democrat Joe Manchin III. He also served on the West Virginia Board of Education from 2007 to 2015.
Justice is known for his conservative views and has been criticized for his handling of the COVID-19 pandemic in West Virginia, which resulted in high rates of infection and death. In addition, he faced criticism for his support of controversial policies such as the state's ban on",1
1148," is a professional soccer player who was born in San Francisco, California. He currently plays for the Los Angeles Galaxy of Major League Soccer (MLS). He has played as a forward and has been with the team since 2017. Fojas has also represented the United States national team at various youth levels.",1
152,"Abadie is a French and English surname derived from the Occitan word abadia (""abbey""). Notable people with the surname include:  Alberto Abadie (born 1968), Spanish economist
 Alejandro Abadie (born 1984), Argentine football player
 Alfred C. Abadie (1878–1950), American photographer and pioneer filmmaker
 Caroline Abadie (born 1976), French politician
 Claude Abadie (1920–2020), French jazz clarinettist and bandleader
 François Abadie (1930–2001), French politician
 Henri Abadie (born 1963), French racing cyclist
 Henry Richard Abadie (1841–1915), British army officer
 Jean Marie Charles Abadie (1842–1932), French ophthalmologist
 Jean-Paul Abadie (born 1958), French chef
 Jeanette Abadie (born c. 1593), French alleged witch
 Jérémy Abadie (born 1988), French football player
 John Abadie (1854–1905), American baseball player
 Joseph Abadie (1873–1934), French neurologist
 Jules Abadie (1876–1953), French politician and surgeon
 Lisandro Abadie (born 1974), Argentine bass-baritone
 Paul Abadie (1812–1884), French architect and building restorer
 René Abadie (1935–1996), French cyclist
 Simon Abadie (born 1978), French race car driver
 William Abadie (born 1977) French actor",0
1425," Again is a book by conservative political commentator and former Republican presidential candidate Mike Huckabee. The book was published in 2015, and it argues that the United States has become ""crippled"" due to its economic decline and moral decay. It suggests that the solution to these problems is to return to traditional values and principles of American conservatism. The title of the book refers to a phrase coined by President Franklin D. Roosevelt in 1936, which criticized the New Deal policies of his administration as being ""crippling"" to the economy. Huckabee's book argues that similar policies are still relevant today and suggests that a return to traditional values can help restore America's greatness.",1
1037," is an American composer and conductor. He has composed music for films, television shows, and stage productions. His works have been performed by the London Symphony Orchestra, the Boston Pops Orchestra, and other ensembles around the world.
Biography: 
Robert Powell was born in Benoit, Mississippi in 1932. He began studying music at a young age and went on to study composition with Vincent Persichetti at the Juilliard School of Music. After graduating, he worked as a composer for various media including films, television shows, and stage productions. His works have been performed by ensembles such as the London Symphony Orchestra, the Boston Pops Orchestra, and other groups around the world. Powell has also conducted many orchestras throughout his career, including the New York Philharmonic and the Los Angeles Philharmonic. In addition to composing music, he is an accomplished conductor and has led performances of works by composers such as Beethoven",1
404,"Jugendstil (""Youth Style"") was an artistic movement, particularly in the decorative arts, that was influential primarily in Germany and elsewhere in Europe to a lesser extent from about 1895 until about 1910.  It was the German counterpart of Art Nouveau. The members of the movement were reacting against the historicism and neo-classicism of the official art and architecture academies. It took its name from the art journal Jugend, founded by the German artist Georg Hirth. It was especially active in the graphic arts and interior decoration. Its major centers of activity were Munich and Weimar and the Darmstadt Artists' Colony founded in Darmstadt in 1901. Important figures of the movement included the Swiss graphic artist Hermann Obrist, Otto Eckmann, and the Belgian architect and decorator Henry van de Velde. In its earlier years, the style was influenced by Modern Style (British Art Nouveau style). It was also influenced  by Japanese prints. Later, under the Secessionists influence, it tended toward abstraction and more geometrical forms.",0
212,"Timberland Regional Library (TRL) is a public library system serving the residents of western Washington state, United States including Grays Harbor, Lewis, Mason, Pacific, and Thurston counties. Timberland Regional Library has 27 community libraries, 2 cooperative library centers, and 3 library kiosks. It was founded in 1968, following a four-year demonstration project, and is funded through property taxes and timber taxes. History
A two-year demonstration library system, the Timberland Library Demonstration (TLD), was established in 1964 to serve Grays Harbor, Lewis, Mason, Pacific, and Thurston counties, using $310,000 in funds from the federal Library Services and Construction Act and local sources. Each of the counties had cities with independent library systems and several rural library districts, including the Grays Harbor County Rural Library District and South Puget Sound Regional Library, who chose to either join or opt out of the demonstration project. The Timberland Library Demonstration relied on the Washington State Library to process its books, which were also stored in municipal libraries. The system debuted its bookmobile in September 1964, based in Centralia and traveling on ten routes between rural areas in all five counties. The formation of a permanent library district would require a public vote, which was pushed back from 1966 to 1968, waiting for a more favorable general election. The South Puget Sound Regional Library, which comprised Mason and Thurston counties, threatened to leave the demonstration later in 1966 over the effectiveness of the program for their counties. After months of negotiation, the two counties reversed their decision, allowing the demonstration project to continue for another two years.",0
333,"Nadezhda Andreevna Udaltsova  (, 29 December 1885 – 25 January 1961) was a Russian avant-garde artist (Cubist, Suprematist), painter and teacher. Early life and education
Nadezhda Udaltsova was born in the village of Orel, Russia, on 29 December 1885. When she was six, her family moved to Moscow, where she graduated from high school and began her artistic career. In September 1905 Udaltsova enrolled in the art school run by Konstantin Yuon and Ivan Dudin, where she studied for two years and met fellow-students Vera Mukhina, Liubov Popova, and Aleksander Vesnin. In the spring of 1908 she traveled to Berlin and Dresden, and upon her return to Russia, she unsuccessfully applied for admission to the Moscow Institute of Painting, Sculpture, and Architecture. She also married Alexander Udaltsov, her first husband, in 1908. In 1910–11, Udaltsova studied at several private studios, among them Vladimir Tatlin's. In 1912–13 she and Popova traveled to Paris to continue their studies under the tutelage of Henri Le Fauconnier, Jean Metzinger and André Segonzac at Académie de La Palette. Udaltsova returned to Moscow in 1913 and worked in Vladimir Tatlin's studio together with Popova, Vesnin, and others.",0
429,"Crippled America: How to Make America Great Again is a non-fiction book by businessman (and later 45th president of the United States) Donald Trump, first published in hardcover by Simon & Schuster in 2015. A revised edition was subsequently republished eight months later in trade paperback format under the title Great Again: How to Fix Our Crippled America. Like his previous work Time to Get Tough (2011) did for the U.S. presidential election in 2012, Crippled America outlined Trump's political agenda as he ran in the 2016 election on a conservative platform. Trump makes his case for why he would be an effective leader of the United States, and reassures Republicans that he upholds conservative values. He criticizes the media's coverage of him while defending his decisions on the campaign trail. Crippled America stresses that the United States needs to start ""winning again""; Trump asserts his business expertise can be translated into governmental success, that his ""outsider"" status can be utilized to negotiate agreements. On domestic policy issues, Trump recommends stricter border security and repealing the Affordable Care Act. As for foreign policy, he critically analyzes the impact of China on free trade.",0
1508," by TV Globo. It premiered on September 13, 2007 and ended on December 19, 2008. The telenovela was directed by Carlos Coelho and starred Fernanda Montenegro, Marília Mendonça, and Thiago Lage in the lead roles. Máscaras tells the story of a wealthy businessman named João Pedro, who is obsessed with power and money, and his wife Ana Maria, who wants to have a normal life. The telenovela was a huge success and was one of the most watched shows on Brazilian television during its original run. It has been adapted into several countries around the world, including Argentina, Chile, Paraguay, and Spain.",1
1623," used programming language for building distributed systems. It was developed by IBM in the late 1980s and has been used in many large-scale projects, including the Internet, mainframe systems, and telecommunications networks. TL1 is an imperative programming language that emphasizes high-level abstractions and provides a simple syntax for writing programs. It uses a combination of functional and object-oriented programming concepts to provide a flexible and powerful language for building complex distributed systems. TL1 has been used in many different industries, including finance, healthcare, and government, and is widely recognized as an important tool for developing large-scale software applications.",1
998,"Shing Chung Chan is a paralympic athlete from Hong Kong competing mainly in category C8 sprint events. Chan competed in four Paralympics, winning five medals, four of them in relay events.  His first games were in 1988 where he competed in the 200m and long jump and won a bronze medal in the 4 × 100 m relay.  The 1992 Summer Paralympics saw Chan win a silver medal in the 100m individual event and raced in the 4 × 100 m relay.  The 1996 Summer Paralympics led to Chan's only gold medal and a world record as part of the Hong Kong 4 × 100 m relay team, he again also raced in the 100m and 200m.  His final games in 2000 saw him win 2 bronze medals as part of the Hong Kong 4 × 100 m and 4 × 400 m teams as well as racing in the 100m.",0
